product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
688ad0169550f8e2eb0307b61df3ba12,furniture_decor,38,478,2,14300,49,42,42
688ad0169550f8e2eb0307b61df3ba12,sports_leisure,43,513,1,400,30,5,20
5411e9269501a870cabf632f05655131,watches_gifts,60,415,7,300,16,2,20
e940125d0a3c309f58f41cd21e39af06,auto,58,623,1,3100,70,8,70
a55b9bc476c34d53d8f3f27c922f6374,auto,41,547,4,100,18,13,13
6e7b435ac3c84fc5348dba974e184322,sports_leisure,51,695,1,200,20,18,18
2155593e689475e40e4c8b93143c0287,housewares,59,675,1,20300,44,93,30
c3002d67c0b8c6449c3a80c1556ad8c5,baby,59,809,5,6600,45,25,35
3faadd91c89ff779e6cd1fd09a46ee39,bed_bath_table,48,306,1,11550,50,20,50
7d0e0214a0852cf0c90032c7992cf27f,construction_tools_construction,54,713,1,750,16,11,11
7f55769896fc6596e7251490b8b5e536,housewares,54,460,1,475,24,19,24
7814c273ab16783d73a9863ebfa8b141,toys,36,210,1,900,45,15,35
9d6c66334a27b9dcf34b71cd371638de,furniture_decor,35,596,4,5500,32,32,32
a233df9a388d27dbdfd31731d4236db0,sports_leisure,47,80,1,850,36,23,18
ecbe401f10ecd3b822d940d63cc3311e,office_furniture,55,594,1,650,20,12,15
c7b3cf9de7be95b3e09e7a63315685eb,future_living_room,33,332,1,6750,54,18,53
e19ddcc85537b41f22116c8d5425ef46,furniture_decor,30,669,4,975,35,25,21
a8856d651600289b162f857e26838480,bed_bath_table,48,557,3,250,28,4,18
3c4223262d31fa35043380da246fb0fa,health_beauty,44,635,1,4050,25,22,21
c977ac034427790e883ab55f4baa68c2,sports_leisure,55,985,1,717,18,15,18
fd1446e03cb63518fdc2d2e91f6208b2,construction_garden_tools,55,2038,6,155,18,7,14
4a300735bc293723103db0d0c1bc1585,food_drink,31,502,1,475,20,16,13
1531b09bff3fb016e5f0b4435b643672,furniture_decor,53,1991,2,600,60,7,14
909b87db6cb3a7ab26bd03cc59860136,perfumery,54,522,1,150,16,12,11
9453bde60c4ee52155c963641736cfc5,auto,60,1657,3,650,16,21,18
c6bf4cdc2fc9ca1189d18f026d95af07,sports_leisure,54,493,1,400,21,26,21
4fe644d766c7566dbc46fb851363cb3b,sports_leisure,48,541,1,200,26,5,13
fcf19b6b1ff4a17bcd6ca9675b58aa6f,computers_acessories,60,878,5,1050,29,16,18
d86a6c48f83b045cbba6df84926a1f25,stationery,60,815,5,1150,21,15,15
6a31191d5ac5852b0478f6e245ac5b02,pet_shop,43,261,4,950,50,20,20
a00cd7752fb98e0a8382def60ecc0b17,bed_bath_table,59,333,1,2300,40,10,40
99a4788cb24856965c36a24e339b6058,toys,57,696,4,405,21,7,16
47a4d6ab2e9b253f8c3c8aefa0c40285,bed_bath_table,52,167,1,1900,47,7,35
d2f5484cbffe4ca766301b21ab9246dd,housewares,43,357,1,217,18,5,14
3fa43718c1d128c8d2f148530e9493f5,stationery,39,1361,1,300,27,5,23
25d6edcd216a9ee579f19f92d694f7d5,house_construction,47,186,2,225,23,18,18
b76364870c38ddd7dcc9dd9ab5abeeb4,bed_bath_table,50,145,3,150,26,6,19
63d6e7ab30f482382c9dfbbccae7da54,housewares,56,179,1,400,20,7,11
61194019f380f0b760c31e66ee97e50d,computers_acessories,27,645,2,125,18,3,11
209699610264262664b7357184f3b83f,health_beauty,63,1421,5,200,16,5,11
dd3575a8c5e2139f680a9816a15c8f2a,bed_bath_table,44,826,4,600,31,4,17
c6dd917a0be2a704582055949915ab32,,,,,1300,52,10,38
f62cbf4416c9ef8e1b4e8d5279891f24,sports_leisure,25,1002,1,2433,30,24,24
5232994b2d1d55105b92d445d97d0f62,books_general_interest,35,1254,4,1833,17,17,18
49ebaaba28aca545f9a5ff9fc17ae988,toys,38,1338,2,150,16,21,11
921d31a1daa51460b7a95ea5f3ab64d5,housewares,43,165,2,100,30,8,12
2dd91cf063cf57cb0eebef072746daab,furniture_decor,49,833,1,1000,40,8,40
2dd91cf063cf57cb0eebef072746daab,auto,59,1655,3,550,16,21,18
eb6913790ee61d3d4d8dffcbbedea827,fashion_bags_acessories,41,187,1,100,16,16,16
42737e3759311804e830f222c6135e30,toys,55,1131,3,1950,30,35,35
e71435b372f90893385344e8be3a7696,housewares,30,678,3,267,24,15,12
8d4e92265a16e69a1e1d76e67e46d72f,bed_bath_table,49,486,1,800,43,23,23
4413a608a42bd21bbf9d5abbd58c249a,fashion_bags_acessories,33,406,1,200,16,8,11
11dcc970f7a5581e1bf777b6da3f7096,home_appliances,54,192,1,150,27,13,17
2fd89f236e3e8f4b81b7b74f09f40186,telephony,44,101,1,100,20,20,20
0f5d0170c03b333aa1a44fa11e040e75,auto,60,968,3,800,16,16,11
0a4093a4af429dc0a9334300e5c13ae5,telephony,59,540,3,300,17,4,12
0a4093a4af429dc0a9334300e5c13ae5,fashion_male_clothing,54,275,2,750,40,6,35
49bfa76ac7062b8b5a0bf9601623d612,toys,58,419,5,1700,30,35,25
49bfa76ac7062b8b5a0bf9601623d612,telephony,40,1886,2,300,21,11,14
25e2023ed83352bde98dc1490d14c3d8,sports_leisure,56,1392,4,1050,40,20,30
993245facdeea0014e73a3e18750c123,pet_shop,41,998,1,533,24,15,16
993245facdeea0014e73a3e18750c123,watches_gifts,40,262,1,600,16,27,17
993245facdeea0014e73a3e18750c123,watches_gifts,49,705,2,500,23,15,19
993245facdeea0014e73a3e18750c123,furniture_decor,39,354,1,1350,30,30,30
993245facdeea0014e73a3e18750c123,bed_bath_table,52,530,6,949,30,20,26
2c7f01e4f39f8ca21caddb86374d7b4b,bed_bath_table,54,123,2,350,70,8,45
5f8c74f4a3d2b616857fcb7d4dd1f61a,auto,58,1020,3,1800,34,40,19
2b3b11d70c32fbfc8e850fb68985a000,health_beauty,45,918,1,283,17,11,16
f1c7f353075ce59d8a6f3cf58f419c9c,sports_leisure,60,1412,2,433,16,16,16
964093075b6885bfcc6520dd216e4d8f,home_appliances,54,246,1,100,18,8,13
1a405418406359cc2b8815f93bf359c2,auto,51,1001,1,3375,47,22,11
437c05a395e9e47f9762e677a7068ce7,health_beauty,15,726,1,450,16,2,11
60e77eeb5275ed33a04d1fd482feaac8,sports_leisure,57,1537,5,450,30,10,30
542b3d80712d51eefe3a3cd1c5f4e8fe,cool_stuff,53,805,1,800,26,15,20
b60856ce32d90658dbf99b9485327c25,telephony,60,540,6,300,17,4,11
a56b51724402d77b13ba844e67130c4a,sports_leisure,49,1840,5,3350,50,39,12
86b8032cbb666ec9ca1f2aa4d4cace06,home_appliances,57,137,1,100,18,8,13
11dcc970f7a5581e1bf777b6da3f7096,fashion_bags_acessories,60,487,15,500,20,10,20
b4183f86c9a0c7a13138ff4575114f76,housewares,56,1220,2,500,23,2,23
84f456958365164420cfc80fbe4c7fab,furniture_decor,56,1750,3,2450,105,3,70
06c6e01186af8b98ee1fc9e01f9471e9,perfumery,49,300,1,520,24,13,17
0a6cff78b203b5224378cf8db2dff5a6,bed_bath_table,39,292,1,1300,41,7,41
8aa6223e400af9c97b07c75993142721,garden_tools,56,354,1,5050,21,35,21
d9440686faf90019c12440cb9c783e4d,telephony,52,728,1,75,19,5,11
ccc61dc31608c5b78cf0cbe85582fb77,watches_gifts,36,562,1,450,22,14,17
e0cf79767c5b016251fe139915c59a26,telephony,59,502,1,325,40,10,11
186fe07c8b8005ec6a498587ffbc1352,furniture_decor,40,94,5,200,16,5,20
1a300f482e35d7eac74b229be067aefd,furniture_decor,63,886,5,30000,61,70,65
f9d151cf2fc10d41cce64b782856320f,telephony,60,816,1,150,27,5,20
422879e10f46682990de24d770e7f83d,electronics,42,943,1,200,20,20,20
130482add9fd75ccb6c57ba007694a2d,bed_bath_table,54,672,2,250,16,10,16
6d2c14b30e95a30ea57059b97cdd9fe7,fashion_underwear_beach,47,187,2,100,26,5,18
764292b2b0f73f77a0272be03fdd45f3,construction_tools_construction,60,1988,3,450,16,14,11
0f3777229e40207d248acfd6e1f716b6,furniture_decor,31,479,3,1000,16,19,29
2b4609f8948be18874494203496bc318,health_beauty,59,763,2,300,20,10,15
91c82ace62e0ca1b69b1a45bcc214b45,housewares,43,2372,1,1350,44,11,25
54d9ac713e253fa1fae9c8003b011c2a,fashion_sport,51,511,2,200,16,12,12
095cb863f2b04911455ad33f5177062e,cool_stuff,26,1105,3,200,17,4,13
eaa26a34984cbfedc19b1e45f09f3c9a,market_place,50,312,9,600,29,12,23
8817f0cda3d5b42e5f949ee3be9dc80c,musical_instruments,46,259,1,700,38,4,30
aca2eb7d00ea1a7b8ebd4e68314663af,telephony,58,607,3,200,19,4,11
aca2eb7d00ea1a7b8ebd4e68314663af,health_beauty,24,1690,1,4000,30,35,30
aa74ebe862c9061d4272681810675a01,small_appliances,47,2378,6,4683,45,29,22
4c1e109ecdf58453de365d217cefa64c,cool_stuff,54,661,2,1450,42,25,15
200b6dfc80a2ec5fee97a72da6589698,health_beauty,34,336,2,300,16,9,15
be764855458cd43b36c334faa773f7d5,bed_bath_table,50,222,1,600,45,15,35
9ea1152d6d52dc57ab2ea49aa626adc1,electronics,44,293,3,16850,22,22,18
79a8800eb81425242b64f54f687f9af3,auto,53,2720,5,975,22,6,13
4b5e26931a0b0d3a690a3f520329a975,drinks,39,394,1,1550,16,36,16
566f6035da0eb2a5d974ac66ae6d148c,small_appliances,50,481,1,2500,25,23,32
3516632e8f52b679ff83d1665ecc990e,sports_leisure,50,736,1,2350,60,15,43
0b6a32b32a7dc68b12e8a0e0805c44d5,bed_bath_table,58,295,1,550,60,10,40
a7ca7fd9bf5015bfeecc4010e8fa4ce7,auto,60,1394,3,2275,33,7,26
625dac8156b3157351e7257305148f3f,watches_gifts,56,559,2,215,19,13,19
99f265229d46f700208ad7cb1ff48aae,toys,57,925,5,19450,45,50,45
180fbb426ea5ab0708d43ad3f3839bb9,perfumery,37,531,1,500,16,16,16
78b7b1ff2d3f06a589354ddf2f4f9db3,toys,43,223,1,350,45,15,35
3104dbf304c25fa1812a11ad924f8b57,watches_gifts,58,195,3,200,16,2,11
e5178e8bcef1146c07bf05c267ed1729,perfumery,58,1061,2,368,22,15,18
2ec8497962cc5f7730756635a5cbbf16,baby,33,104,1,750,40,11,35
ed7090839f8e749840a20f1c1cc78717,,,,,17900,48,32,28
ed7090839f8e749840a20f1c1cc78717,perfumery,30,138,1,150,22,7,16
ce8a29973a1fed3f8d22ea5514d9ea07,bed_bath_table,46,128,1,250,40,4,30
a76d6212f99d1253fb7bcfe02ce87d8a,fashion_shoes,42,649,3,700,16,8,18
17823ffd2de8234f0e885a71109613a4,consoles_games,27,462,1,200,24,3,19
2ea92fab7565c4fe9f91a5e4e1756258,perfumery,37,641,1,200,16,3,12
c3c075d20bbf03a458eb5c4458d82380,bed_bath_table,50,395,1,690,25,11,22
294d41c2e68c3452a16c269c5a969537,computers_acessories,59,211,2,700,30,12,12
f63e5eb82736ac58d9d286f64fe5c44f,party_supplies,25,354,1,350,16,11,11
caa526308abc9a77d0c56869139dbae9,health_beauty,54,2627,1,700,16,16,15
39f9ab5ea27485a4c3d32ee4c45630d8,bed_bath_table,54,660,1,1050,35,3,30
8016b7670842c9e99086f95ca96d7356,health_beauty,55,865,4,1350,42,12,11
a8b0dd2c57b49b649373ff5a495a697e,fashion_bags_acessories,49,378,5,150,16,9,11
6b7de889f456ee35f031172d358b2cd2,stationery,37,129,2,80,17,9,14
84d2057bc1f88332d0892eea0e997d28,fashion_bags_acessories,27,542,2,1000,20,20,20
31b8c37adb9572ed34757d9368d987ac,furniture_decor,63,199,6,3800,42,16,26
056010e0e6196d99309275e1b2d12c80,sports_leisure,60,874,1,500,16,30,16
9fdc434e0c81bc6d990065c2a7efb4de,watches_gifts,58,485,3,1000,17,10,16
7b52ce3d6635ac7eb9d2bbb3dc931843,baby,46,1947,4,10000,50,34,50
2bb3e85f2a403543fdb64e266e70c792,small_appliances,57,270,1,200,20,10,15
77fa3381855b6763c52ca3b72824f508,luggage_acessories,55,1002,8,850,30,15,15
65e3848513c9ab70bf542e5d694cf072,bed_bath_table,56,557,1,700,16,10,16
9c0f79b9daf5436386477b4e17b94389,telephony,60,1440,4,225,18,5,16
09c3a2ea33f044aebffecd6681e00133,sports_leisure,54,1186,1,3800,31,31,31
5403528d987ad26e8d7cb25940411987,computers_acessories,60,162,1,1000,22,22,22
8c591ab0ca519558779df02023177f44,furniture_decor,58,1068,1,680,33,4,33
e30d5b80f5e85b8f9e7c627b5d594b38,computers_acessories,41,344,2,183,23,14,14
879f3fcede3745f74eef673bf8d5805a,baby,49,376,1,450,35,2,25
ef66e63137bdd1b2e44aa968646fc1e3,stationery,54,983,5,8800,32,5,40
ef66e63137bdd1b2e44aa968646fc1e3,cool_stuff,55,985,1,1625,44,24,32
d5b703c271f43f9c588a6f512a00f77e,health_beauty,25,1340,1,400,20,9,15
a7e03f1bcebad9ca43f8f4dbda9bc1b6,housewares,47,390,3,525,18,19,16
c19965667589410161de452ee07d33af,sports_leisure,42,2034,1,800,25,25,25
bee2e070c39f3dd2f6883a17a5f0da45,auto,60,1409,3,2200,22,4,22
12fc9ab82dd45f3824881d94f79edb38,health_beauty,53,2496,1,200,16,6,11
f83a5f8708629c8efc042168299e8641,,,,,450,16,20,11
26dbcaad027ebbead6bb387c7d68abca,construction_garden_tools,33,164,1,200,16,16,12
5cde85235c4ae7747e9b48de95178a14,toys,59,1961,6,950,35,6,25
7c1bd920dbdf22470b68bde975dd3ccf,construction_garden_tools,57,1289,1,1300,60,13,23
c863f578eb77e9238bfc0db8d0ffa3c8,computers_acessories,46,518,1,850,35,15,15
431dc11c26a67c6a49e81cee84f35b28,home_appliances,59,754,1,16350,25,25,25
44d097d59e8430f88a67517cd0c4f865,stationery,60,126,3,6150,25,55,45
fb05d01823da2c4e90924c5486134808,computers_acessories,30,642,2,200,20,10,15
bb7181410b4e02f93f3697f765db53c7,musical_instruments,23,816,1,9100,55,25,35
2028bf1b01cafb2d2b1901fca4083222,telephony,47,816,2,300,16,5,12
f4041d76285c2a34ad5013e8d287a400,perfumery,36,47,1,210,17,11,14
f4041d76285c2a34ad5013e8d287a400,computers_acessories,51,518,1,214,18,14,13
f4041d76285c2a34ad5013e8d287a400,cool_stuff,25,258,1,10600,57,34,37
f4041d76285c2a34ad5013e8d287a400,house_construction,51,1558,2,300,27,8,21
f4041d76285c2a34ad5013e8d287a400,furniture_decor,59,438,1,900,30,4,20
b0961721fd839e9982420e807758a2a6,housewares,60,512,1,500,16,30,40
b0961721fd839e9982420e807758a2a6,housewares,49,539,3,3350,22,17,23
cbd2c1ba72b7f4ce36a69fd430c019ae,bed_bath_table,58,781,1,500,20,10,20
cbd2c1ba72b7f4ce36a69fd430c019ae,furniture_decor,63,395,1,150,25,5,20
5b8423dc7f23089c9c59c5d140eb5a1c,watches_gifts,58,401,2,200,16,2,20
5c087f345e870429ec3ea20a49a79735,computers_acessories,59,129,2,100,16,8,11
060c17562f97e5bb60bc0dfa4dd5b3f2,furniture_decor,43,471,1,700,20,20,20
013ee64977aaa6b2b25475095162e0e9,consoles_games,23,1537,1,200,21,5,14
f6fa93875f4a7dac03e0a22143f4d815,watches_gifts,60,272,5,300,16,2,11
3e5201fe0d1ba474d9b90152c83c706c,fashion_shoes,57,404,4,750,22,12,33
ca36223e14b83df526098afff99de992,signaling_and_security,47,686,1,233,22,17,15
ca36223e14b83df526098afff99de992,sports_leisure,31,792,3,400,23,20,15
0a27cbaaeacef635e4aa37885a1e5e93,drinks,28,932,1,1400,25,25,25
6fd3f7378cd65325e10cb21733778416,office_furniture,51,2206,1,20500,58,28,58
009af1277432f1a05742df69cdf72d1e,furniture_decor,57,2260,3,1550,69,11,11
76f4d017416dbf316f05abe3a1aa04df,,,,,1600,38,28,40
b000447e24e31a4d7e628ca4d0622131,sports_leisure,60,1461,1,2850,16,15,15
601a360bd2a916ecef0e88de72a6531a,bed_bath_table,40,185,2,300,20,10,20
e338f548cda0b52650b9acfd317a74db,health_beauty,52,1796,1,2100,30,17,17
3dd2a17168ec895c781a9191c1e95ad7,stationery,40,264,8,550,25,7,20
4f823b57fbf2a359f9df38dc72ef0da6,fashion_bags_acessories,52,1519,2,200,16,2,20
a87567bdce60de6f901e3d7c6d8df820,fixed_telephony,57,631,1,725,22,12,17
e7d5464b94c9a5963f7c686fc80145ad,baby,57,1644,3,500,23,33,11
1becf32f9c527bad8d88e8e6aa99f021,auto,51,346,2,200,16,16,12
63888810573fd78e60644cdf803cd2fa,christmas_supplies,60,298,9,4200,40,35,40
e0cf79767c5b016251fe139915c59a26,sports_leisure,63,213,4,1600,26,26,26
0a57f7d2c983bcf8188589a5fea4a8da,auto,56,882,4,450,16,9,15
0a57f7d2c983bcf8188589a5fea4a8da,sports_leisure,55,1889,5,650,38,10,28
fddc61a36e83f12b665d068c07411aa7,cool_stuff,58,681,3,275,16,16,13
02ce467092b184e71d3967d29110adc1,bed_bath_table,55,198,1,2200,35,20,30
17a019676883dce326999c11a46a14f0,toys,58,78,2,367,29,21,21
86b29e90cab127b7231caf9eb85d4353,health_beauty,49,1490,1,850,31,14,20
a50acd33ba7a8da8e9db65094fa990a4,stationery,57,487,2,150,16,6,11
77a399638eca91f6fa1a508a30e01565,bed_bath_table,59,575,2,4150,51,11,51
f3c62fde9d2e2acf6c7c46648571c070,furniture_decor,47,610,1,2550,30,35,30
3efd399c5d016b9e6a5ad3196eade44f,auto,44,1335,1,250,18,11,14
42fd6f72ca3e6f53b25d7a19b0536630,furniture_decor,54,602,2,1700,69,20,53
c234a60a994181f45605566bef8fe3b4,bed_bath_table,59,223,1,2150,45,13,35
e4985e03cd939f1a9f81c65e949f1688,sports_leisure,40,1213,5,300,40,10,15
61963c77fd2c3db173915d9dc837ee12,sports_leisure,52,303,1,150,25,5,20
63c4a70e0a12b4bd9475fca9e9937e76,housewares,53,810,1,6500,63,14,44
50063fba038aabf31446889396187973,consoles_games,58,1388,2,700,25,25,16
9446c80fe62e667a43387750f8a8f6d0,audio,37,329,4,200,18,6,16
c4101d1b4e0fabda6c62a8074e92cbbc,,,,,50,16,2,11
8fc31e1c7f966b5262cfcc89e159d9a7,,,,,1000,30,30,30
89b121bee266dcd25688a1ba72eefb61,stationery,59,240,3,10100,28,55,37
d465fef4e52e46bc9e04996b37789bbd,housewares,60,213,1,450,16,30,11
59f17be62604541797d4df87ae80cf73,,,,,2500,26,25,47
34282a40b7d2b7aae8762762cb6ebcad,small_appliances,51,1164,2,1000,28,20,28
cd48f265a63e13b762601f5f794c5fca,toys,23,273,1,125,22,7,14
6cdd53843498f92890544667809f1595,health_beauty,45,1544,1,2000,22,12,16
1d373b3e02a3212aff33054cbf30abf1,computers_acessories,56,617,1,1583,18,15,12
3918bb60ff48662029ca9f1e1f7b9842,baby,60,865,1,500,23,23,23
3e31fd1419cc4cd6adad1925e72e3a03,fashion_bags_acessories,55,89,1,200,16,2,11
49ae25c5f82cd4bc8057d0b16d45af3a,computers_acessories,43,275,1,900,30,15,15
72ef87b1953a2844ed089bd6dcf73913,auto,58,296,4,100,16,20,11
fb00f51d564e36645bf7eab56ce5fd43,housewares,54,1023,2,3150,34,18,19
810cb3c5af006624fa32d362077af85f,small_appliances,25,812,1,17325,35,40,40
f497ba62f1d6b4f6a3a3266fa8623ad3,health_beauty,39,3580,1,375,29,4,16
6d85d9d5f551adaa92a276918f462fbe,health_beauty,33,542,1,1100,20,14,16
87ceed33e1f7fe39fa06b69c9fdf9e53,auto,57,667,6,4450,56,11,32
560ed840b584c6aef5c8959366dfd41e,baby,41,243,1,133,21,8,14
d1c427060a0f73f6b889a5c7c61f2ac4,toys,52,882,7,50,20,8,17
d1c427060a0f73f6b889a5c7c61f2ac4,luggage_acessories,48,956,1,100,30,8,25
368c6c730842d78016ad823897a372db,bed_bath_table,54,505,1,250,16,10,16
b44076f8988fe82b676a754e798ab0f9,drinks,36,1481,1,2775,16,38,11
60495adb1f1a49c8aea75e5e56a47a48,fashion_shoes,35,222,5,500,29,12,23
e38bfda757257dee1985af625f8911fc,furniture_decor,59,2434,2,400,69,11,11
8d7654102992872ef4342f91f9997e64,home_appliances,60,392,1,1850,20,8,13
5b3b5f9ae84ca9ead3138b199420cc94,furniture_decor,56,282,1,1250,45,8,35
7c1bd920dbdf22470b68bde975dd3ccf,stationery,36,495,1,250,19,3,14
6d1befe53a3d28e0d0d8b3bfcce11195,baby,55,1635,1,600,20,13,13
04574f4bc055655311e798b4e277b9af,computers_acessories,34,518,1,950,26,16,16
fe7ad3e3828f32193dfbe6359f733a8f,housewares,49,403,1,8450,19,48,27
b9d2933371226d828303d9235b89369c,sports_leisure,39,1659,1,850,16,16,16
b9d2933371226d828303d9235b89369c,stationery,34,684,2,300,16,5,11
b9d2933371226d828303d9235b89369c,computers_acessories,40,522,3,200,20,20,20
0030e635639c898b323826589761cf23,home_appliances,59,113,10,10750,50,50,50
3cacd5299c846cb08ae1e445fd78392b,sports_leisure,58,301,3,250,25,25,25
f908d3bf313a1308bfb2a46ea2685347,books_general_interest,54,626,2,550,25,5,18
fb2f2ec90b4ee90ad257bbf89d01247e,housewares,46,180,2,400,23,6,15
7ce94ab189134e2d3c05f496d635419c,health_beauty,42,1158,1,550,17,9,13
db6677c6f890ba1730c0b75bd8132579,fashion_shoes,40,303,12,500,29,7,16
2b4609f8948be18874494203496bc318,watches_gifts,38,361,1,500,18,11,14
72602b08ac8b5e5664b105ce8e0ce5b9,housewares,41,171,1,4513,47,32,25
b9b44a9826ac288d8d3caf327f709007,sports_leisure,55,385,1,768,15,13,13
f60e19fc3b0ee38735e6a6fefe937bdf,watches_gifts,39,615,1,530,18,9,13
99f265229d46f700208ad7cb1ff48aae,telephony,49,79,1,375,18,10,16
18fa9cc25ea8b54f32d029f261673c0f,furniture_decor,42,1405,3,150,35,2,25
22c5ddc22ea8cae84fc9917def682dc6,computers_acessories,29,863,4,500,16,16,16
87d780fa7d2cf3710aa02dc4ca8db985,telephony,49,426,2,150,18,6,13
bf35317e81a1e1477a2256328bce9e9f,stationery,47,1076,2,1300,25,5,20
3fc18e3aefe7b9346bd15de863fa0365,cool_stuff,23,779,2,7100,36,47,32
fb1f078a066428f00c1d71d6b9df3ff8,cool_stuff,47,1369,2,20600,53,45,53
49b624365d1b55a1747aedf255a15e62,health_beauty,43,1145,1,300,21,6,14
1ee03eca6034b77b25d08c004bc79dd8,furniture_decor,63,641,1,200,27,10,12
51e8feeedd83467b86a79aa2769367c5,cool_stuff,47,832,3,13900,34,93,34
6413f7a28e149a324c4a914000399fb2,housewares,36,565,3,1100,30,25,30
422879e10f46682990de24d770e7f83d,bed_bath_table,60,268,1,2650,46,8,38
423a6644f0aa529e8828ff1f91003690,sports_leisure,48,652,3,1200,25,30,25
61fef484fda8aa0f5bad54aa9c640d3f,health_beauty,40,664,1,4800,27,22,39
7cd29da0653abeb444703cc5a957f479,sports_leisure,59,1119,1,932,23,24,21
472e6464088101bf2ec351d222c415ab,furniture_decor,54,241,4,1050,32,12,32
f043e249c55c1ab30bd9761c2294911f,sports_leisure,31,325,1,920,25,24,22
61eee7a9f1884caed59c316047c5832f,pet_shop,46,845,1,500,25,20,20
8f79239910bb0bf15488ef9abd9e6593,cool_stuff,55,733,3,600,42,25,15
30360c8b0b2ac6918f53ab66bc3c306f,computers_acessories,54,557,5,150,16,8,11
192d363be840c4c307c77a1880c1d8d6,baby,18,1102,3,700,20,8,14
32bb152336c896d906a6344cdbe1993c,bed_bath_table,57,444,2,1100,50,16,16
ee14580a079d31644603ec91e37c7ed2,housewares,50,525,1,400,30,30,30
782447ddd6d2ba5b64cb23ef7a8db626,pet_shop,51,230,1,300,20,10,15
1906cb28cdc0781f04a95d4d3d0d980d,auto,54,1120,4,1350,25,10,20
154f1553226255086ce3e22b1b013415,pet_shop,26,784,1,150,30,20,20
154f1553226255086ce3e22b1b013415,auto,55,655,5,2400,30,28,30
154f1553226255086ce3e22b1b013415,books_technical,28,1499,1,450,33,6,22
0127db1f4effcf8f5b88d80588bc5624,consoles_games,47,1338,2,600,18,12,18
4e064cdbe4079c84a33181a96cf5609b,,,,,200,16,2,11
1f50c7757334d6acef5e3c5fa64eb3c7,sports_leisure,36,1703,1,269,22,16,19
88dd63919fc9ab693803578a04a20209,sports_leisure,55,664,1,700,20,12,20
965ab297b516455ba5bae37d17bc51f8,home_appliances,60,462,1,100,18,8,13
d011223de539cd224b5c5c8082313d46,pet_shop,52,458,3,150,26,6,19
774ea72f37a7fbf1fb32b973a18f2348,bed_bath_table,56,396,1,14750,58,28,48
1164c17af70425821f88bfbdc9e907a3,garden_tools,36,399,2,550,27,8,20
43cb1d661a38ba864fc53fe1b6edb0ed,pet_shop,41,302,1,14725,54,25,37
03c14a3d479e334e87ee5baf2563811d,furniture_decor,58,1722,2,550,52,11,11
03bb24d19ea7449ce170e0888d830707,toys,52,752,3,1232,38,18,25
f89caa3ea4fb5f7b6e7fb2bb4ba61881,auto,59,710,1,2413,69,39,57
b781cf30a200b5eff2787c2074d67045,bed_bath_table,53,155,3,2000,38,14,25
331e79a28ee5afbb321a3146653085f2,sports_leisure,52,855,2,600,16,6,16
3eef0cb94ba82de806bb30ab743c7655,furniture_decor,53,1143,2,500,65,11,11
3eef0cb94ba82de806bb30ab743c7655,sports_leisure,52,1541,1,400,33,20,20
f40876e0ef3cd5f9132b1f16b04b1346,sports_leisure,57,382,2,150,20,10,20
8203048d6e95e42c60a24edf3425ab90,housewares,59,320,1,1550,32,40,23
b36f3c918c91478c4559160022d3f14e,telephony,59,824,3,175,16,5,11
441d3f638e532d223ae9a0661abb6de6,construction_tools_construction,58,338,1,2900,23,8,23
ab37272e0676ac205aba0db310cfaaa0,toys,59,257,3,900,30,4,20
2a217b8a9a09c938d8db704d99d7f053,bed_bath_table,52,433,1,1050,22,16,18
06f756df8d80309915285f3ee6ea1059,furniture_decor,56,1953,1,750,69,11,11
3138a5168026c06238f332528ec8e0ee,furniture_decor,55,585,1,250,35,5,20
331a9e69c95aad991177b0f1ef85a261,electronics,39,2154,3,100,20,5,12
161c9558fccfbf0a9ed72b42285635ec,sports_leisure,24,254,3,150,20,6,14
5a848e4ab52fd5445cdc07aab1c40e48,garden_tools,41,515,1,400,30,15,20
9fe172fa8e662ca8572cf12abf8bce23,,,,,1000,31,21,24
a2bd7f16312b272bf77b7e1464ef7638,stationery,45,355,1,1200,32,6,26
8fd009f43c970fdd7db487475a59cc7a,furniture_decor,60,600,1,650,25,25,25
b94d4eb757243e4bb42453bd0be1958d,telephony,57,98,4,300,20,30,20
9a2e821cfc513051382e27606ab3325c,small_appliances,59,516,1,300,16,35,25
43423cdffde7fda63d0414ed38c11a73,toys,45,553,5,2300,98,12,20
8ce0b48cdcc4b753ae4de64497998338,health_beauty,54,326,1,200,16,21,23
0e687d00ba3214b4aca6397a14d49373,health_beauty,29,682,3,859,25,20,18
10714d6a49c0af9ccdab2d806887c5f5,baby,59,2270,2,350,69,11,11
2ed52188df2df50745b4f6a9b0fa1c06,bed_bath_table,49,155,4,96,25,8,19
8c5876b1c7768217964f353bc7e64393,watches_gifts,59,901,2,400,16,11,12
1b8ee158f59c098470fad33f39660964,stationery,45,151,2,233,20,11,15
27535386be7362e36d9e78c2afb8c0e5,telephony,53,285,1,100,19,4,11
da2cfe68ae3f2f454b5aba2ee09ab5c4,small_appliances,33,395,1,3700,28,39,39
c5944369a5cc96d600713f640e46ab5e,sports_leisure,50,258,2,1000,60,15,15
de70c9ebe399d6ff687b4b64fd51aa29,baby,48,776,2,500,20,15,15
29427de7f8a9ee983d9dbc51cec569b4,electronics,60,506,1,2150,30,30,30
